household_email,appliance_number,energy_source
snicka@doncon.com,3,fuel oil
sogg@donware.com,1,gas
sogg@donware.com,2,electric
sperin@silis.com,4,electric
sperruzza@kinnamplus.com,4,electric
spolidori@year-job.com,2,electric
stegarden@rantouch.com,2,electric
suyetake@plussunin.com,2,electric
swolny@gogozoom.com,3,gas
tandreason@fasehatice.com,1,gas
tbirkner@zoomit.com,3,fuel oil
tbrachle@plusstrip.com,3,gas
tdelasancha@konex.com,1,electric
tdevreese@plusstrip.com,1,electric
tfoller@zencorporation.com,2,gas
thudnall@finhigh.com,1,gas
thudnall@kan-code.com,2,electric
tinouye@mathtouch.com,1,electric
tmaisto@zathunicon.com,1,gas
tmenter@dalttechnology.com,1,gas
toldroyd@rantouch.com,1,electric
tpagliuca@conecom.com,2,electric
tpalaspas@bioplex.com,1,electric
trentfro@streethex.com,1,gas
tsahagun@nam-zim.com,2,gas
tstem@rangreen.com,5,gas
ttegarden@toughzap.com,3,electric
tweglarz@golddex.com,1,electric
vgrenet@cancity.com,6,electric
vpedrozo@scottech.com,2,gas
vweglarz@cancity.com,6,gas
vwolfgramm@plexzap.com,1,gas
wbartolet@plussunin.com,1,electric
wbriddick@stanredtax.com,1,electric
wgoldammer@zotware.com,5,gas
wkownacki@treequote.com,2,electric
wnabours@nam-zim.com,1,electric
wpawlowicz@rantouch.com,3,electric
wstockham@conecom.com,1,electric
wtreston@cancity.com,6,electric
xfarrow@zencorporation.com,1,electric
ychaffins@fasehatice.com,2,electric
ycoody@faxquote.com,4,electric
yferencz@kinnamplus.com,1,electric
yjayson@green-plus.com,2,gas
ylietz@domzoom.com,1,gas
akarpin@singletechno.com,7,electric
ameteer@betatech.com,3,gas
chagele@donquadtech.com,2,electric
dangalich@silis.com,1,gas
dgleich@sumace.com,4,gas
dhughey@newex.com,1,gas
emyricks@dalttechnology.com,1,electric
evillanueva@scottech.com,1,electric
gberray@hottechi.com,1,gas
gdelasancha@hottechi.com,1,gas
gferrario@domzoom.com,3,gas
hheintzman@zencorporation.com,1,gas
holdroyd@silis.com,2,electric
hwolny@j-texon.com,2,electric
jcraghead@singletechno.com,6,fuel oil
lcaiafa@groovestreet.com,12,electric
lmeteer@plusstrip.com,8,gas
mparvis@hottechi.com,3,gas
pennaco@doncon.com,4,fuel oil
vshields@konmatfix.com,3,electric
wemigh@mathtouch.com,3,electric
awiklund@gogozoom.com,1,electric
btollner@streethex.com,4,electric
cdelasancha@streethex.com,4,electric
ckownacki@doncon.com,2,electric
cperruzza@warephase.com,1,electric
cstockham@ontomedia.com,1,electric
dberray@groovestreet.com,2,electric
dhidvegi@konmatfix.com,3,electric
drodefer@fasehatice.com,1,fuel oil
ecoody@treequote.com,1,electric
fmerced@konmatfix.com,3,electric
gdelasancha@hottechi.com,3,electric
ggiguere@singletechno.com,3,gas
gsamara@mathtouch.com,2,electric
gtomasulo@scottech.com,3,electric
jcampain@betasoloin.com,1,fuel oil
jcartan@opentech.com,6,electric
kduenas@conecom.com,2,electric
lkampa@conecom.com,1,gas
lzane@y-corporation.com,3,electric
mauffrey@zotware.com,2,electric
mperruzza@konex.com,3,gas
msama@betatech.com,2,electric
ncolaizzo@yearin.com,1,electric
nhalter@year-job.com,3,electric
nperin@bioholding.com,3,gas
ostockham@y-corporation.com,3,electric
sberlanga@rantouch.com,1,electric
scaldarera@treequote.com,5,electric
shamilton@conecom.com,3,electric
syaw@stanredtax.com,3,electric
tmccullan@zotware.com,1,electric
acalvaresi@nam-zim.com,5,gas
acoody@finjob.com,3,electric
ademesa@bioholding.com,2,electric
aehmann@mathtouch.com,5,electric
agellinger@condax.com,1,gas
agesick@rantouch.com,2,electric
ahoopengardner@zumgoity.com,4,gas
ajurney@silis.com,3,electric
alacovara@hatfan.com,2,gas
amai@warephase.com,2,fuel oil
amiceli@funholding.com,2,electric
amiro@groovestreet.com,1,electric
amyricks@konmatfix.com,1,gas
areiber@scottech.com,6,electric
arochin@toughzap.com,3,electric
arodefer@sumace.com,2,electric
asawchuk@hottechi.com,2,gas
ascheyer@ontomedia.com,4,gas
ascheyer@ron-tech.com,6,electric
aschmaltz@scotfind.com,1,electric
atheodorov@fasehatice.com,4,gas
aturinetti@scotfind.com,2,electric
aturinetti@scotfind.com,3,fuel oil
aworlds@plussunin.com,3,electric
bcetta@singletechno.com,1,fuel oil
bfortino@green-plus.com,1,fuel oil
bgiguere@bioholding.com,2,electric
bhalter@rangreen.com,3,electric
bhirpara@openlane.com,1,electric
bhoneywell@gogozoom.com,1,gas
bjuhas@hottechi.com,2,electric
bkeener@donware.com,2,fuel oil
bkippley@groovestreet.com,2,gas
blawler@plusstrip.com,1,electric
bluczki@domzoom.com,1,electric
blungren@zotware.com,3,electric
bmaynerich@faxquote.com,1,gas
bnievas@iselectrics.com,2,gas
bschirpke@donquadtech.com,3,electric
bsteffensmeier@y-corporation.com,2,gas
bupthegrove@blackzim.com,1,fuel oil
camyot@finhigh.com,1,electric
cauffrey@fasehatice.com,1,electric
cbayless@silis.com,1,gas
cbutzen@faxquote.com,3,electric
ccalvaresi@rantouch.com,4,electric
ccrupi@golddex.com,2,electric
cemigh@dalttechnology.com,1,electric
cfrankel@isdom.com,4,electric
cfrey@ron-tech.com,1,electric
cgehrett@isdom.com,4,gas
chagele@y-corporation.com,1,electric
chiatt@blackzim.com,1,electric
citurbide@gogozoom.com,4,gas
ckannady@green-plus.com,2,fuel oil
ckoppinger@hottechi.com,3,electric
clueckenbach@year-job.com,1,electric
cpalaspas@finhigh.com,3,electric
cpapasergi@golddex.com,1,gas
crhoden@funholding.com,3,electric
cryser@stanredtax.com,1,electric
csahagun@scotfind.com,2,gas
cschnitzler@rangreen.com,2,electric
csilvestrini@donquadtech.com,3,gas
cskursky@nam-zim.com,6,gas
csyrop@rundofase.com,1,gas
ctjepkema@ron-tech.com,4,electric
ctoelkes@stanredtax.com,1,gas
cvonasek@kan-code.com,2,gas
cyaw@condax.com,2,electric
cyaw@xx-holding.com,4,electric
dabdallah@bioplex.com,6,electric
dacey@mathtouch.com,1,gas
dacey@mathtouch.com,3,gas
dbennick@zotware.com,4,electric
dbevelacqua@silis.com,2,electric
dbuvens@rangreen.com,3,fuel oil
dbuvens@rangreen.com,4,electric
dcoyier@zathunicon.com,1,electric
ddiscipio@j-texon.com,2,electric
destell@xx-zobam.com,2,gas
dfeichtner@toughzap.com,7,gas
diturbide@ganjaflex.com,2,electric
djurney@labdrill.com,3,gas
dkippley@plexzap.com,7,gas
dkoppinger@blackzim.com,1,electric
dlatzke@funholding.com,1,electric
dleto@ganjaflex.com,1,electric
dmanno@ron-tech.com,1,gas
dmeisel@goodsilron.com,5,gas
dmorasca@y-corporation.com,1,electric
dpagliuca@stanredtax.com,10,gas
dpontoriero@plexzap.com,1,fuel oil
drim@zathunicon.com,6,electric
dskursky@conecom.com,5,electric
dstimmel@dalttechnology.com,4,electric
dtawil@donware.com,2,electric
dwaycott@newex.com,1,electric
dzurcher@rundofase.com,3,gas
ebreland@konex.com,1,gas
ecork@donquadtech.com,1,electric
ecorrio@rundofase.com,2,electric
edeleo@kan-code.com,3,gas
egotter@rundofase.com,1,fuel oil
eharoldson@toughzap.com,4,electric
ehauenstein@donware.com,4,gas
ekeneipp@sunnamplex.com,1,electric
ekonopacki@rangreen.com,3,electric
eoles@sonron.com,2,electric
etegarden@plexzap.com,3,fuel oil
ethreets@xx-holding.com,2,gas
ethyberg@xx-zobam.com,7,gas
fankeny@year-job.com,3,gas
fcookey@rangreen.com,2,gas
fflister@ganjaflex.com,3,electric
fharoldson@sonron.com,3,gas
fharoldson@sonron.com,6,gas
fkaniecki@plussunin.com,1,gas
fkolmetz@xx-holding.com,2,electric
flizama@dontechi.com,5,gas
fmaillard@codehow.com,1,gas
fperruzza@codehow.com,4,electric
frowling@doncon.com,1,electric
fshin@ganjaflex.com,1,gas
fshinko@iselectrics.com,3,electric
fwhobrey@streethex.com,1,electric
gauffrey@hottechi.com,3,electric
gbachman@golddex.com,2,electric
gbatman@streethex.com,2,fuel oil
gcandlish@ron-tech.com,3,fuel oil
gcronauer@xx-holding.com,6,electric
gfishburne@plusstrip.com,3,electric
gglick@sonron.com,3,electric
ghoa@inity.com,1,gas
ghoffis@ganjaflex.com,4,gas
gklusman@openlane.com,3,gas
glimmel@scottech.com,6,gas
gmaile@betatech.com,1,gas
gmccullan@opentech.com,3,gas
gnunlee@treequote.com,5,gas
grodeigues@hatfan.com,4,electric
gscriven@plexzap.com,1,gas
gsilvestrini@ron-tech.com,1,gas
gstockham@sunnamplex.com,2,electric
gtjepkema@plusstrip.com,5,electric
gventura@toughzap.com,1,electric
gweglarz@opentech.com,2,gas
gwiklund@cancity.com,2,electric
hchickering@dambase.com,2,fuel oil
hcork@betatech.com,1,electric
hdelasancha@finjob.com,1,fuel oil
hdemesa@zoomit.com,1,gas
hdorshorst@ontomedia.com,1,gas
hfrancescon@iselectrics.com,2,gas
hgiguere@zotware.com,2,electric
hhoneywell@labdrill.com,3,electric
hkownacki@kan-code.com,4,electric
hlouissant@dalttechnology.com,1,electric
hmalet@funholding.com,5,gas
hrim@dalttechnology.com,4,gas
hsaulter@ontomedia.com,5,electric
hwildfong@zotware.com,1,electric
ipaa@plexzap.com,1,gas
iparvis@scotfind.com,1,electric
irodeigues@konex.com,3,gas
jbayless@scottech.com,1,electric
jbevelacqua@codehow.com,3,electric
jbookamer@donquadtech.com,5,electric
jbrideau@finhigh.com,2,electric
jeschberger@openlane.com,4,electric
jfarrar@bioplex.com,3,electric
jfigeroa@betasoloin.com,2,electric
jfishburne@xx-zobam.com,1,electric
jharoldson@j-texon.com,4,electric
jhoopengardner@golddex.com,3,electric
jkarpel@warephase.com,3,gas
jklusman@rantouch.com,2,gas
jmarrier@kinnamplus.com,4,gas
jogg@ron-tech.com,1,electric
jrantanen@ron-tech.com,6,electric
jreiber@ron-tech.com,2,electric
jrhym@bioplex.com,1,electric
jsahagun@statholdings.com,2,gas
jskursky@konmatfix.com,3,gas
kberlanga@finjob.com,2,electric
kcetta@plexzap.com,4,electric
kcousey@zotware.com,3,gas
kgiguere@donquadtech.com,2,fuel oil
kkardas@sonron.com,3,gas
knestle@nam-zim.com,1,gas
kostrosky@ganjaflex.com,2,gas
kperin@kan-code.com,1,electric
krauser@cancity.com,3,electric
kregusters@domzoom.com,1,electric
kshinko@zumgoity.com,3,electric
ktimenez@condax.com,3,gas
kyori@groovestreet.com,4,electric
kzagen@rundofase.com,1,fuel oil
kzurcher@kan-code.com,2,electric
lbarfield@doncon.com,1,gas
lbrossart@isdom.com,2,gas
lbuvens@statholdings.com,1,gas
lcolla@plussunin.com,1,fuel oil
ldinos@plusstrip.com,1,fuel oil
leanes@zathunicon.com,4,electric
leschberger@scottech.com,7,gas
lglick@openlane.com,2,electric
lgreenbush@iselectrics.com,1,fuel oil
lkeener@iselectrics.com,3,electric
llatzke@hatfan.com,1,electric
llinahan@gogozoom.com,1,electric
lmadarang@ontomedia.com,4,electric
lmaillard@betatech.com,1,fuel oil
lmaybury@finhigh.com,1,gas
lmondella@conecom.com,4,gas
lnachor@scottech.com,1,gas
lpaa@dontechi.com,4,electric
lparlato@donquadtech.com,2,fuel oil
lparvis@j-texon.com,2,electric
lparvis@lexiqvolax.com,1,electric
lpugh@yearin.com,3,electric
lsamu@inity.com,1,gas
lschemmer@dontechi.com,2,electric
lstimmel@iselectrics.com,2,electric
lsyrop@domzoom.com,1,electric
ltimenez@rangreen.com,1,electric
lwenner@blackzim.com,3,electric
mbookamer@finjob.com,2,gas
mcallaro@domzoom.com,1,gas
mcorrio@finhigh.com,1,electric
mdarakjy@stanredtax.com,2,gas
mfillingim@kinnamplus.com,1,electric
mfoller@codehow.com,1,electric
mhoogland@betatech.com,3,electric
mklonowski@finhigh.com,2,gas
mklonowski@finjob.com,4,electric
mkolmetz@bioholding.com,2,electric
mloder@year-job.com,1,electric
mmalet@plussunin.com,1,gas
mmccullan@rantouch.com,1,electric
mmcnease@nam-zim.com,1,electric
mperigo@j-texon.com,4,gas
mrulapaugh@rundofase.com,2,electric
msawchuk@newex.com,2,gas
mvinning@silis.com,3,electric
mzagen@sumace.com,1,electric
nbennick@groovestreet.com,4,electric
nchavous@j-texon.com,1,electric
ndorshorst@treequote.com,3,electric
nlayous@warephase.com,1,electric
nloader@kinnamplus.com,1,electric
nweight@stanredtax.com,5,electric
oloder@dambase.com,1,gas
ostockham@y-corporation.com,2,electric
peschberger@groovestreet.com,3,electric
pgleich@domzoom.com,1,fuel oil
pmai@hottechi.com,3,electric
pmerced@plussunin.com,2,electric
pweight@warephase.com,3,fuel oil
pwenner@plexzap.com,1,electric
qdilliard@finhigh.com,3,electric
qflosi@domzoom.com,4,electric
qneither@domzoom.com,2,gas
qneither@domzoom.com,4,electric
rbachman@sumace.com,3,electric
rbenimadho@rangreen.com,3,gas
rbriddick@donware.com,1,gas
rbrossart@gogozoom.com,3,electric
rbubash@scotfind.com,1,electric
rcentini@bioplex.com,4,gas
rchavous@dontechi.com,1,fuel oil
rdenooyer@openlane.com,2,gas
rdorshorst@labdrill.com,2,gas
rfigeroa@streethex.com,1,electric
rgibes@opentech.com,5,electric
rhaufler@faxquote.com,3,electric
rpaskin@silis.com,6,gas
rrulapaugh@xx-holding.com,1,electric
rskulski@dontechi.com,1,electric
rstaback@faxquote.com,1,electric
rstenseth@j-texon.com,2,gas
rsturiale@funholding.com,3,electric
rtegarden@silis.com,3,electric
rtheodorov@openlane.com,3,electric
rworlds@zoomit.com,4,gas
samigon@labdrill.com,1,electric
sandreason@goodsilron.com,1,gas
sangalich@faxquote.com,1,electric
sangalich@stanredtax.com,2,electric
sberganza@betatech.com,3,gas
sberlanga@rantouch.com,2,electric
sbevelacqua@konmatfix.com,2,electric
sbreland@newex.com,4,gas
sbuemi@dalttechnology.com,1,electric
scentini@ron-tech.com,4,electric
scomnick@zencorporation.com,3,fuel oil
sengelberg@sunnamplex.com,3,electric
sferrario@inity.com,1,electric
sgoldammer@j-texon.com,1,electric
skiel@zoomit.com,2,electric
slouissant@lexiqvolax.com,1,electric
slouissant@lexiqvolax.com,3,electric
slukasik@finjob.com,1,electric
smotley@newex.com,3,gas
spoullion@fasehatice.com,3,gas
sriopelle@opentech.com,4,electric
sturinetti@sumace.com,2,gas
syaw@statholdings.com,3,electric
tbrachle@plusstrip.com,2,gas
tbrideau@fasehatice.com,1,electric
tcaudy@plexzap.com,3,electric
tfeichtner@goodsilron.com,1,gas
tferencz@rantouch.com,3,electric
tharoldson@groovestreet.com,2,electric
thirpara@finhigh.com,1,gas
thusser@condax.com,1,gas
tkiel@treequote.com,1,electric
tlukasik@cancity.com,5,electric
tnicolozakes@kinnamplus.com,1,electric
tpalaspas@golddex.com,1,gas
tperin@betatech.com,2,gas
tsemidey@bioplex.com,1,gas
tshields@warephase.com,3,gas
tthyberg@year-job.com,2,gas
vbookamer@domzoom.com,2,gas
vcantres@year-job.com,8,gas
vcookey@donware.com,3,electric
vmccullan@konmatfix.com,2,gas
vmunns@plussunin.com,4,electric
vstuer@dambase.com,2,gas
vvizarro@hatfan.com,1,gas
wbuzick@y-corporation.com,1,electric
wcousey@plussunin.com,1,electric
wdickerson@faxquote.com,3,gas
wkoppinger@rantouch.com,5,gas
wmartabano@green-plus.com,2,electric
wmcdoniel@condax.com,2,fuel oil
wpapasergi@finjob.com,1,gas
wroyster@donware.com,1,electric
xsteffensmeier@green-plus.com,1,gas
yandreason@zotware.com,1,gas
ygibes@codehow.com,2,electric
yhamilton@newex.com,4,gas
yjacobos@plexzap.com,2,electric
yjayson@green-plus.com,3,fuel oil
yweirather@newex.com,2,electric
aarceo@fasehatice.com,1,electric
aauffrey@golddex.com,1,gas
afarrar@green-plus.com,1,electric
akitty@zathunicon.com,1,electric
amonterrubio@domzoom.com,3,electric
arauser@fasehatice.com,6,electric
aschieler@ron-tech.com,1,gas
aseewald@conecom.com,4,electric
bhiatt@ganjaflex.com,1,gas
blueckenbach@finhigh.com,1,gas
cbarfield@fasehatice.com,1,electric
cboord@toughzap.com,1,fuel oil
cdallen@opentech.com,5,electric
chixenbaugh@dalttechnology.com,1,gas
cknipp@groovestreet.com,5,electric
cmai@golddex.com,1,electric
cpontoriero@groovestreet.com,7,gas
creiber@zotware.com,2,gas
csayaphon@inity.com,3,electric
cscriven@iselectrics.com,3,electric
dbrossart@faxquote.com,6,gas
ddarakjy@cancity.com,4,gas
ddegroot@stanredtax.com,3,electric
ddhamer@blackzim.com,2,electric
ddiscipio@j-texon.com,5,fuel oil
diturbide@isdom.com,2,fuel oil
dmcnease@ontomedia.com,1,electric
edeleo@kan-code.com,1,electric
eengelberg@inity.com,4,electric
emaybury@hatfan.com,1,gas
emcdoniel@green-plus.com,3,gas
emodzelewski@donquadtech.com,2,gas
emoyd@dambase.com,3,gas
fcallaro@groovestreet.com,2,electric
fchaffins@zathunicon.com,6,electric
fchui@conecom.com,6,gas
fhoffis@nam-zim.com,2,electric
fohms@zumgoity.com,3,gas
gberray@hottechi.com,3,electric
gcaldarera@lexiqvolax.com,4,gas
ggiguere@scotfind.com,3,electric
ghughey@y-corporation.com,1,gas
ginouye@scottech.com,2,gas
gkusko@singletechno.com,1,electric
gmadarang@dalttechnology.com,3,gas
gnicolozakes@dambase.com,3,electric
gpedrozo@betatech.com,9,electric
gtjepkema@codehow.com,1,electric
gvenere@gogozoom.com,9,electric
hchavous@openlane.com,1,gas
hdewar@domzoom.com,1,electric
hventura@inity.com,3,electric
jfrankel@silis.com,2,electric
jfredicks@hatfan.com,2,electric
jsmith@zathunicon.com,4,electric
jsuell@zencorporation.com,1,electric
kglick@treequote.com,2,electric
kregusters@domzoom.com,3,fuel oil
lbeech@golddex.com,1,fuel oil
lboord@hottechi.com,1,electric
lcousey@dambase.com,3,electric
lcoyier@condax.com,1,electric
lmugnolo@doncon.com,1,electric
lpaulas@codehow.com,1,electric
lpinilla@zumgoity.com,6,fuel oil
lrhoden@inity.com,2,gas
lroyster@sunnamplex.com,5,gas
lschnitzler@sonron.com,3,fuel oil
lstem@labdrill.com,3,electric
lwolfgramm@warephase.com,1,electric
marceo@bioplex.com,2,electric
mcanlas@donquadtech.com,3,fuel oil
mengelberg@sonron.com,3,gas
mgarufi@nam-zim.com,3,gas
mhellickson@konex.com,1,gas
mhusser@doncon.com,1,electric
mlawler@ontomedia.com,3,gas
mslusarski@donquadtech.com,2,fuel oil
mslusarski@donquadtech.com,11,electric
msteffensmeier@scottech.com,1,electric
nhirpara@doncon.com,1,gas
nnicolozakes@hottechi.com,1,fuel oil
parceo@stanredtax.com,1,electric
pdallen@green-plus.com,2,electric
pisenhower@blackzim.com,3,gas
pparlato@iselectrics.com,6,gas
qschmierer@hatfan.com,3,electric
rabdallah@donquadtech.com,6,electric
rbenimadho@rangreen.com,2,electric
rdemesa@finjob.com,1,electric
rflister@fasehatice.com,1,electric
rfrey@condax.com,1,gas
rkoppinger@newex.com,2,gas
rlary@j-texon.com,2,electric
sandreason@goodsilron.com,3,electric
sslusarski@bioholding.com,2,electric
swildfong@lexiqvolax.com,5,electric
tchaffins@lexiqvolax.com,2,gas
tdinos@sonron.com,3,electric
thoopengardner@silis.com,1,gas
tlukasik@cancity.com,3,gas
tnachor@year-job.com,3,gas
tperruzza@ron-tech.com,6,electric
trauser@sunnamplex.com,2,electric
vcantres@year-job.com,5,gas
vcoody@warephase.com,3,electric
vgrenet@cancity.com,7,gas
vlapage@dalttechnology.com,3,gas
vwenzinger@zathunicon.com,7,gas
wauffrey@sumace.com,1,electric
wmartabano@green-plus.com,6,electric
wmontezuma@zotware.com,1,electric
wpinilla@toughzap.com,1,electric
yhellickson@plexzap.com,1,electric
ypapasergi@sonron.com,2,electric
