household_email,appliance_number,hspf,seer
rcantres@silis.com,1,26.5,39.9
rcantres@silis.com,5,19.3,33.9
rcantres@sonron.com,3,25.1,47.7
rcartan@opentech.com,1,13.5,65.2
rcentini@bioplex.com,2,23,54.8
rchaffins@condax.com,2,18.5,53.3
rcronauer@newex.com,3,21.6,39.6
rcrupi@condax.com,5,20.3,73.3
rcrupi@sunnamplex.com,1,18.8,28.5
rdenooyer@hatfan.com,1,25.8,40.6
rdenooyer@openlane.com,1,23.9,44.4
rdenooyer@openlane.com,5,26.8,46
rdenooyer@plexzap.com,6,17.3,45.9
rdevreese@yearin.com,2,20.6,45.8
rdewar@j-texon.com,1,23.4,32.5
rdhamer@golddex.com,5,28.5,34
rdorshorst@labdrill.com,1,24.2,41.2
rdrymon@gogozoom.com,1,20.9,34
reanes@toughzap.com,4,21.5,48.1
rehmann@bioholding.com,2,24.3,59.3
rehmann@fasehatice.com,1,24.3,48.4
rehmann@fasehatice.com,4,20.8,37.6
remigh@treequote.com,1,21.6,44.8
remigh@treequote.com,3,19.4,20.6
remigh@treequote.com,4,21.4,54.8
rennaco@bioholding.com,1,24.1,33.3
reroman@y-corporation.com,1,28.3,45.4
rfern@iselectrics.com,1,24.8,41.2
rfigeroa@streethex.com,4,22.7,51.7
rflister@fasehatice.com,7,20.3,38.9
rgibes@finhigh.com,1,24.9,52.4
rgibes@opentech.com,1,29.5,43.4
rhaufler@faxquote.com,2,26.7,39.3
rhaufler@ron-tech.com,1,25.1,44.3
rhiatt@zathunicon.com,1,27.4,51.6
rhiatt@zathunicon.com,3,20.8,38.3
rhollack@labdrill.com,2,20.7,28.5
rinouye@rundofase.com,5,27.4,49.6
rinouye@rundofase.com,6,16.6,43
rjacobos@sunnamplex.com,3,19.6,42.5
rjayson@scottech.com,1,22.9,37.4
rkaniecki@openlane.com,1,15.4,35.5
rkeneipp@konex.com,1,22,42
rkippley@y-corporation.com,1,30.4,36.2
rkippley@zotware.com,3,20.5,41.7
rkoppinger@newex.com,1,30.5,51.8
rkoppinger@newex.com,5,17.4,56.4
rkulzer@golddex.com,1,25.2,41.8
rlacovara@green-plus.com,3,22.4,34.5
rlayous@conecom.com,3,19.6,48.3
rlietz@betatech.com,1,14.3,55.4
rlietz@isdom.com,1,23.2,50.2
rlimmel@singletechno.com,4,20.5,30.6
rlindall@ron-tech.com,1,20.1,32.8
rlindall@ron-tech.com,2,22.1,42.1
rlindall@ron-tech.com,4,18.9,63.9
rlizama@zotware.com,6,17.2,55.9
rmai@kinnamplus.com,1,18.6,54.2
rmai@kinnamplus.com,4,19.1,50
rmalet@toughzap.com,1,23.2,45.2
rmarrier@treequote.com,1,30.2,37.5
rmartabano@plexzap.com,3,23.9,33.2
rmartabano@plexzap.com,5,20.5,55.5
rmartabano@plexzap.com,6,26,61.4
rmeinerding@toughzap.com,5,19.2,32.1
rmerced@doncon.com,2,25,36.6
rmerced@doncon.com,3,17.9,50.8
rmerced@kinnamplus.com,1,24.9,55.2
rmonarrez@lexiqvolax.com,2,21.9,30.8
rmonarrez@lexiqvolax.com,3,20,54.1
rmonarrez@sonron.com,2,22.2,38.5
rmonarrez@sonron.com,8,21.8,53
rmonterrubio@funholding.com,1,25.2,65.2
rmorocco@donquadtech.com,1,22.5,38.7
rmunns@streethex.com,1,21.2,35.9
rnachor@ron-tech.com,1,21.1,42.7
rnayar@iselectrics.com,3,20.3,32.2
rnestle@rundofase.com,1,14.2,38.4
rnunlee@labdrill.com,1,14.8,37
rpaa@mathtouch.com,2,22.2,52.9
rpagliuca@j-texon.com,1,24,41.5
rpagliuca@j-texon.com,3,24.3,50.5
rpaskin@silis.com,1,25.2,51.9
rpaskin@silis.com,4,20.9,34.9
rpaskin@silis.com,5,18.2,53.7
rpaskin@silis.com,7,24.7,48.1
rpelkowski@golddex.com,1,20.3,40.6
rperin@codehow.com,2,21.7,33
rperin@scottech.com,1,28.7,18.4
rperin@scottech.com,5,29.2,31.4
rperruzza@green-plus.com,2,26.7,57.8
rpoquette@bioholding.com,1,26.4,49.1
rpugh@gogozoom.com,2,18.3,57.7
rpugh@gogozoom.com,4,21.3,42.2
rragel@silis.com,3,18.9,43.8
rrhoden@y-corporation.com,4,16.9,42.1
rrhoden@y-corporation.com,5,25.2,36.6
rrhym@ontomedia.com,3,28.1,47.5
rriopelle@silis.com,3,21.2,51.1
rscheyer@scotfind.com,1,25.7,58.5
rschieler@donware.com,1,20.5,50.7
rscriven@isdom.com,1,18,34.7
rshin@golddex.com,4,19.1,45.5
rsteffensmeier@xx-holding.com,1,18.2,47.3
rstem@inity.com,1,21.4,50.7
rstem@inity.com,2,24.4,52.1
rstoltzman@y-corporation.com,2,20.2,29.5
rstuer@zumgoity.com,3,23.2,43.3
rstuer@zumgoity.com,4,23.4,51.4
rsturiale@funholding.com,2,21.1,60.3
rsturiale@y-corporation.com,6,19.8,46.9
rsuell@y-corporation.com,1,19.2,49.5
rsuell@y-corporation.com,3,21.3,46.3
rtegarden@scottech.com,1,16.6,46.6
rtheodorov@openlane.com,1,23.7,43.4
rtheodorov@openlane.com,2,16.3,40
rtomblin@faxquote.com,2,13.4,39
rtoyama@dontechi.com,1,22.3,36.7
rtoyama@dontechi.com,3,20.1,44.1
rvanausdal@toughzap.com,1,13.3,32
rvarriano@betasoloin.com,3,13,34.5
rventura@condax.com,3,19,32.3
rvonasek@newex.com,2,22.6,32.9
rvonasek@newex.com,4,26.2,43.8
rvonasek@newex.com,5,22.1,44.3
rvonasek@newex.com,7,20.6,35.3
rwalthall@gogozoom.com,3,25.2,38.5
rwaycott@j-texon.com,1,21.4,37.9
rwenzinger@zathunicon.com,3,20.7,57.7
rworlds@singletechno.com,3,19,43.2
rworlds@singletechno.com,8,26.6,47.1
ryaw@sonron.com,1,19.5,28.5
ryaw@sonron.com,3,20.2,36.4
sadkin@codehow.com,1,27.1,47
sadkin@codehow.com,3,24.5,58
sadkin@ontomedia.com,2,25.7,43.4
sagramonte@donquadtech.com,1,13.1,51.4
sagramonte@donquadtech.com,4,24.1,32.5
sagramonte@groovestreet.com,1,19.8,48.8
salbares@donware.com,1,18,59.6
sandreason@scotfind.com,2,24.4,34.2
sandreason@scotfind.com,3,19.8,37.8
sangalich@stanredtax.com,3,21.3,36.7
sauber@ontomedia.com,1,26.1,50.7
sbachman@xx-holding.com,1,16.3,36.8
sbarfield@kan-code.com,3,27,59
sbennick@lexiqvolax.com,1,20.8,23.3
sberganza@donquadtech.com,4,21.4,45.5
sberlanga@rangreen.com,2,22.4,52
sbirkner@toughzap.com,1,21.8,47.8
sbirkner@toughzap.com,3,29.4,43.2
sblunk@ganjaflex.com,5,31.4,42.1
sbolognia@sunnamplex.com,1,12.7,33.7
sbookamer@doncon.com,1,18.2,34.8
sbookamer@green-plus.com,1,26.7,41.5
sbookamer@green-plus.com,3,25.5,48.8
sboord@doncon.com,3,25.2,29.1
sboulter@finhigh.com,1,22.1,60.5
sboulter@finhigh.com,2,19.8,43.2
sbowley@donware.com,1,24.2,36.8
sbowley@donware.com,3,23,57.7
sbreland@newex.com,1,25.2,28.1
sbruschke@toughzap.com,3,22.9,38.6
scartan@streethex.com,1,24.9,41.9
scartan@treequote.com,1,21.7,57
schaffins@golddex.com,2,18,54.3
schesterfield@zencorporation.com,1,15.5,54.5
scloney@konmatfix.com,2,27.7,34
scloney@konmatfix.com,3,27.9,27.1
scolaizzo@dambase.com,1,22.7,56.2
scolaizzo@dambase.com,3,17.6,29.1
scorrington@donware.com,3,25,36.1
scorrington@goodsilron.com,3,15.6,53.2
sdegroot@hatfan.com,2,27.4,44.3
sdeleo@streethex.com,1,20.3,41.6
sdeleo@streethex.com,3,18.4,46.2
sduenas@plussunin.com,2,26,44.4
sehmann@labdrill.com,2,21.9,40.5
sengelberg@rundofase.com,1,12.5,30.8
sfallick@warephase.com,1,25.1,31.7
sfelger@fasehatice.com,1,24.9,36.9
sfelger@fasehatice.com,4,19.3,34
sferrario@dalttechnology.com,1,28.1,52.6
sfrankel@fasehatice.com,1,21.1,51.6
sfunnell@newex.com,3,29,41.4
sgehrett@dontechi.com,4,23.2,37.9
sgehrett@dontechi.com,5,16.3,39
sgehrett@dontechi.com,7,20.8,62.1
sgellinger@rundofase.com,1,24.4,32.7
sgleich@doncon.com,1,18.5,31.1
sgleich@doncon.com,3,15.6,23.6
sgoldammer@silis.com,3,20.1,49.7
sgoldammer@silis.com,4,17.3,39.3
sgrenet@sonron.com,1,21.5,46.5
sgrenet@sonron.com,2,20.4,64.6
shalter@zathunicon.com,1,25.6,39
sharoldson@sonron.com,1,15,50
shauenstein@scotfind.com,7,19.6,36.4
shirpara@betatech.com,2,23.7,41.2
shirpara@betatech.com,3,33.9,50.6
shirpara@cancity.com,1,16.6,62.4
shochard@ganjaflex.com,1,21.4,43.7
shoogland@scottech.com,2,10.4,38.9
shoogland@scottech.com,3,20.1,34.2
shusser@streethex.com,1,20.5,48.7
sisaacs@betatech.com,3,20.6,24
sisaacs@betatech.com,4,21,42.1
sjulia@openlane.com,3,26.9,46.2
skaniecki@xx-zobam.com,2,24.6,24.8
skeetch@scotfind.com,1,20.6,45.2
skiel@sumace.com,1,17.9,37.7
skines@donquadtech.com,5,25.7,47.4
skitzman@fasehatice.com,2,21.4,38
skitzman@fasehatice.com,3,24.4,48.4
sklimek@golddex.com,1,20.6,26.4
skolmetz@rangreen.com,1,19.9,24.9
skolmetz@rangreen.com,2,27.7,27.9
skorando@codehow.com,2,17.2,54.3
sleinenbach@plussunin.com,3,19.5,38.9
slindall@rundofase.com,1,23.9,35.4
sloder@kan-code.com,3,18.7,53.1
slorens@openlane.com,2,23,49.3
slouissant@lexiqvolax.com,4,21.5,28
sluczki@codehow.com,2,23.2,54.6
smaisto@sonron.com,5,22.2,40.6
smaisto@sonron.com,6,13.2,54.2
smalet@golddex.com,4,15.8,29.8
smalet@golddex.com,6,20.1,37
smastella@condax.com,2,28.8,24.5
smaynerich@newex.com,3,25.6,52.9
smiro@konex.com,3,24.3,56.5
smonarrez@blackzim.com,1,20.8,44.2
smonarrez@rantouch.com,3,17.2,45.3
smonarrez@rantouch.com,6,13.2,41.8
smonterrubio@ganjaflex.com,1,26.2,37.9
smonterrubio@ganjaflex.com,3,26.7,37.8
smulqueen@lexiqvolax.com,3,26.7,45.4
snayar@plussunin.com,3,23.1,29.2
sogg@donware.com,4,23.5,54
sogg@donware.com,5,26.1,50.7
sonofrio@kinnamplus.com,1,21.9,47.2
spapasergi@statholdings.com,2,18.1,32.7
sparlato@streethex.com,1,26,49.8
spedrozo@conecom.com,1,17.9,48.4
spedrozo@conecom.com,2,26.2,50.4
spedrozo@conecom.com,3,16.6,57.5
sperin@scottech.com,2,18.1,41.6
sperin@silis.com,3,19.1,31.3
sperruzza@kinnamplus.com,1,28.6,27
sperruzza@kinnamplus.com,5,25.1,36.8
spolidori@zathunicon.com,2,34.1,27.3
spontoriero@konex.com,3,24.7,47.5
spoquette@funholding.com,3,20.5,28.7
spoquette@funholding.com,4,24,41.6
spoquette@funholding.com,5,25.6,53.5
spoquette@green-plus.com,1,19.9,40.2
sragel@kinnamplus.com,3,19.8,49.1
sreitler@bioholding.com,1,22.4,55.5
srentfro@fasehatice.com,1,19.5,27.9
srentfro@fasehatice.com,2,21,44.5
srhymes@iselectrics.com,2,19.6,38
srhymes@iselectrics.com,3,12.3,44.9
sriopelle@opentech.com,6,18,43.6
srochin@kinnamplus.com,1,19.5,31.3
srochin@kinnamplus.com,3,25.6,58.8
srodefer@faxquote.com,1,19,43.7
srodefer@faxquote.com,2,22.7,52.5
ssamu@plexzap.com,2,18.6,55
ssamu@plexzap.com,3,24.4,57.6
ssaulter@sonron.com,3,22.9,40.3
ssaylors@j-texon.com,3,24.6,49.8
sscheyer@stanredtax.com,2,21.2,55.1
sschieler@opentech.com,1,23.5,43.3
sschieler@opentech.com,2,16.3,38.6
sschmaltz@xx-holding.com,1,21.9,32.8
sschmaltz@zencorporation.com,3,20.7,57.3
sseewald@isdom.com,2,22.9,41.4
sshields@isdom.com,1,27,30.7
sshinko@iselectrics.com,1,26.6,30.4
ssilvestrini@sonron.com,2,27.9,47.1
ssilvestrini@sonron.com,3,20.9,50
ssimilton@conecom.com,2,24.4,43.2
ssimilton@conecom.com,5,18.2,36.8
sskursky@gogozoom.com,2,17.3,45.4
sskursky@openlane.com,2,15,50.3
sskursky@openlane.com,3,19.7,48.6
sslayton@opentech.com,3,30.4,36.1
sslayton@opentech.com,4,15.7,36.8
sslusarski@bioholding.com,3,17.1,36.7
sslusarski@zumgoity.com,1,22.6,28.7
sspringe@donware.com,1,22.1,48.9
sspringe@donware.com,2,21.8,47.7
sspringe@donware.com,3,24.6,38.4
sstem@rangreen.com,1,20.4,61.6
sstem@rangreen.com,3,20.8,36.6
sstem@rangreen.com,4,29.4,45.3
sswayze@finhigh.com,1,17.9,54.4
ssweely@funholding.com,2,20.5,41.9
stawil@rundofase.com,2,18.6,47.2
stillotson@doncon.com,3,28,53.4
stomasulo@rundofase.com,1,23.4,39.7
sturinetti@year-job.com,2,22.3,44.7
suyetake@plussunin.com,1,20,34.2
suyetake@plussunin.com,7,16.8,55.3
svarriano@dontechi.com,1,25.2,54.3
svarriano@dontechi.com,2,24.4,30.1
svarriano@dontechi.com,3,24.3,42.4
svarriano@dontechi.com,4,16.9,46.1
svonasek@isdom.com,1,17,56.5
svonasek@plussunin.com,3,17.8,43.5
sweglarz@nam-zim.com,1,27.6,58.9
sweglarz@nam-zim.com,2,17,43.5
swieser@rundofase.com,1,24.2,41.2
sworlds@plussunin.com,3,14.3,29.3
syaw@statholdings.com,1,22.4,52.4
syaw@statholdings.com,2,19.3,52.5
szurcher@stanredtax.com,1,26.4,28.5
szurcher@stanredtax.com,3,18.1,47.9
tagramonte@cancity.com,1,20.4,31.5
tagramonte@cancity.com,3,23.8,50.3
tahle@rundofase.com,1,20.9,18.2
tbaltimore@dambase.com,1,17.1,41.4
tberganza@bioplex.com,5,32.1,43.9
tberganza@bioplex.com,8,18.3,46.8
tberray@newex.com,1,15.6,49.7
tbevelacqua@iselectrics.com,3,30.2,57.4
tbrachle@codehow.com,3,21.5,52.3
tbreland@finjob.com,1,16.8,37.6
tbrossart@zathunicon.com,1,31,40.9
tbrucato@singletechno.com,2,19.9,63.3
tcaiafa@goodsilron.com,2,26,31.9
tcaiafa@goodsilron.com,4,16.8,38.4
tcaudy@conecom.com,1,27.9,39.6
tcaudy@plexzap.com,1,21,51.1
tclaucherty@toughzap.com,3,31.7,37.4
tcloney@openlane.com,3,24.3,53.3
tcork@bioholding.com,3,29.3,47.3
tcoyier@treequote.com,1,16.3,46.8
tdelasancha@konex.com,2,12.5,34.8
tdelasancha@konex.com,5,28.2,71.6
tdelasancha@konex.com,7,13.9,37.3
tdeleo@warephase.com,1,24.3,58.3
tdilello@goodsilron.com,1,21.2,58.5
tdubaldi@green-plus.com,3,24.4,39.7
teanes@plussunin.com,1,21.6,7.1
teschberger@domzoom.com,1,21.8,42.2
tfallick@xx-zobam.com,3,24.9,46.2
tfallick@xx-zobam.com,6,12.7,60.2
tfarrar@betasoloin.com,3,19,36.4
tfillingim@ron-tech.com,1,13.3,35.4
tfillingim@yearin.com,3,23.7,39.7
tflosi@fasehatice.com,1,15.4,63
tflosi@fasehatice.com,4,24.9,65.4
tfoller@zencorporation.com,1,22.5,43.9
tfrerking@sumace.com,3,19.4,37.7
tfrerking@sumace.com,6,23.5,47.4
tfritz@year-job.com,2,29.5,40.8
tgalam@kinnamplus.com,1,15.2,38.3
tgalam@kinnamplus.com,2,18.5,58.9
tgehrett@nam-zim.com,2,24,50.5
tgellinger@blackzim.com,6,26.3,35.3
tgillian@statholdings.com,1,18.8,37.2
tglick@opentech.com,2,14.5,32.9
tgotter@y-corporation.com,2,24.9,45.1
thalsey@y-corporation.com,1,21.9,32.5
thalsey@y-corporation.com,2,23.1,26.7
thiatt@dalttechnology.com,3,19.8,44.2
thoa@faxquote.com,1,26.5,53.5
thoffis@nam-zim.com,1,20.7,36
thoffis@ontomedia.com,1,23.4,51.3
thollack@newex.com,3,21.7,45.2
thoopengardner@silis.com,3,27.5,55.9
thoopengardner@zumgoity.com,1,19.3,64.5
thoopengardner@zumgoity.com,2,24.9,44.3
thudnall@finhigh.com,3,22.7,45.2
thudnall@konex.com,1,18.1,51.3
thusser@condax.com,4,18.1,39.7
tjillson@kinnamplus.com,1,18.2,36.7
tjillson@kinnamplus.com,3,24.9,52.6
tkarpin@finhigh.com,2,26,50.6
tketelsen@goodsilron.com,1,21.8,50.9
tkitty@betatech.com,2,20.9,40.4
tknipp@green-plus.com,4,14.7,29.3
tkusko@xx-holding.com,1,21,33.9
tlabreche@blackzim.com,3,14.6,47.7
tlabreche@warephase.com,1,23.1,35.2
tlace@groovestreet.com,2,21.2,44.6
tlinahan@plusstrip.com,1,17.5,43.5
tlinahan@sumace.com,2,12.9,41.3
tmaclead@openlane.com,1,22.7,50.6
tmaile@zotware.com,6,18.3,43.8
tmaillard@bioholding.com,1,19.6,38.7
tmaillard@bioholding.com,3,19.2,49
tmcnease@finjob.com,3,27.1,37.2
tmeisel@faxquote.com,2,28.6,30.5
tmonarrez@bioplex.com,1,23.4,52.4
tmonarrez@bioplex.com,2,24.5,28.7
tmondella@zathunicon.com,1,24,28.3
tmotley@groovestreet.com,2,21.3,47.9
tmugnolo@plusstrip.com,2,25.7,36.2
tmunis@betatech.com,3,21.5,33
tmunis@betatech.com,4,18.2,56.3
tmunis@faxquote.com,1,23.7,30.6
tmunis@faxquote.com,2,18,35.5
tmunis@faxquote.com,3,25.4,39.1
tmunis@faxquote.com,6,30.3,37.2
tnachor@finjob.com,2,21.1,57.1
tnievas@zoomit.com,1,22.1,25.1
tnievas@zoomit.com,2,28.5,37.3
tohms@statholdings.com,1,23.1,45.7
toldroyd@rantouch.com,3,14.7,46.9
toldroyd@rantouch.com,4,25.4,37.1
toldroyd@rantouch.com,6,27.4,35
tonofrio@rangreen.com,2,29.5,43.6
tonofrio@rangreen.com,3,29,41.1
tostolaza@donware.com,1,24.6,55.5
tparvis@scottech.com,3,24.6,43.7
tperruzza@ron-tech.com,1,21.1,50.1
tperruzza@ron-tech.com,2,21.9,20.9
tpugh@xx-holding.com,3,21.8,65.1
trauser@sunnamplex.com,3,19.4,23.7
treiber@xx-holding.com,1,22.9,45.6
trestrepo@opentech.com,2,15.3,38.4
trestrepo@opentech.com,3,23.3,31
trim@green-plus.com,2,21.4,41
trim@kan-code.com,3,29.5,43.1
trim@sunnamplex.com,1,19.6,55.2
trim@sunnamplex.com,2,24.7,42.1
trim@sunnamplex.com,3,29.1,45.8
trodeigues@yearin.com,2,17.5,38.6
trodeigues@yearin.com,4,21.8,35.9
trodenberger@hottechi.com,1,22.8,37.6
trodenberger@ontomedia.com,5,23.9,54.8
troyster@stanredtax.com,1,16.7,48.6
tsawchuk@opentech.com,1,28,50.9
tschoeneck@inity.com,1,32.3,54.3
tsemidey@bioplex.com,3,22.7,45.5
tsengbusch@singletechno.com,3,15.1,43.3
tsengbusch@statholdings.com,2,19.7,39.3
tshealy@konmatfix.com,1,15,12
tshin@inity.com,2,25.4,28.7
tshinko@scotfind.com,2,15,61.8
tslayton@opentech.com,1,21.9,42.7
tslayton@opentech.com,3,18.7,34.1
tspringe@zotware.com,3,25.4,42
tstem@rangreen.com,7,22.8,33.2
tstenseth@conecom.com,1,22.1,46.8
tstenseth@conecom.com,2,17.5,19.4
tstenseth@conecom.com,4,25.1,56.6
tsuell@rangreen.com,1,17.2,28.4
tsyrop@ganjaflex.com,1,19.9,40.1
ttegarden@toughzap.com,4,24.8,59
ttromblay@streethex.com,1,23.6,55.6
tupthegrove@blackzim.com,1,25.8,48.2
tupthegrove@blackzim.com,2,21.8,37
tupthegrove@blackzim.com,4,24,29.6
tvanheusen@funholding.com,1,22.1,39.8
tvanheusen@funholding.com,2,19.1,40.3
tvarriano@bioholding.com,1,18.6,53.1
tvarriano@hottechi.com,3,20.9,45.9
tvenere@zoomit.com,3,24.2,30.4
tweight@y-corporation.com,1,24.6,49
twiklund@plusstrip.com,1,21,61.6
twiklund@plusstrip.com,2,15.4,42.2
vangalich@plexzap.com,2,22.1,43.7
varias@labdrill.com,3,23,25.1
vbarfield@xx-zobam.com,5,24.5,20
vbiddy@warephase.com,1,20.2,64.3
vblackwood@konex.com,2,30.5,47.4
vblackwood@konex.com,6,31,52.7
vblackwood@rantouch.com,1,23.1,40.9
vblackwood@rantouch.com,3,21.5,45.8
vbourbon@labdrill.com,2,24.5,38.5
vbrossart@dontechi.com,4,21,32.8
vbrossart@konmatfix.com,2,16.3,53
vbrossart@konmatfix.com,3,24.4,35.5
vbrossart@konmatfix.com,5,22.5,43.4
vbrossart@konmatfix.com,9,18.2,38.8
vbuzick@streethex.com,1,21.2,34.3
vcampain@sumace.com,1,18.1,58.6
vcantres@year-job.com,1,27.2,37.7
vcantres@year-job.com,9,20.1,51.3
vcantres@yearin.com,2,24,47
vcolaizzo@codehow.com,1,32.4,33.9
vcolaizzo@codehow.com,2,18.9,36.5
vcookey@donware.com,2,20.1,43.4
vcookey@gogozoom.com,1,26.7,55.8
vcorbley@sunnamplex.com,3,25.4,50.2
vcraghead@golddex.com,1,16.5,48.3
vcraghead@golddex.com,4,27.2,43.3
vcronauer@green-plus.com,1,21,31.5
vcrupi@lexiqvolax.com,1,19.8,34.9
vdewar@konex.com,2,23.3,45.3
vdinos@treequote.com,1,18.8,35.2
vfarrow@mathtouch.com,3,22.5,42
vfishburne@fasehatice.com,2,22.3,31.5
vfredicks@iselectrics.com,1,24.7,50
vgato@golddex.com,1,21.5,37.1
vgehrett@golddex.com,1,22.4,35.4
vgesick@groovestreet.com,3,27,52.1
vgoldammer@isdom.com,1,24.2,51.6
vgreenbush@ron-tech.com,1,18.4,51.1
vgrenet@cancity.com,4,25.8,42.7
vgwalthney@finhigh.com,1,25.5,52.5
vhamilton@dambase.com,2,20.5,28.8
vhamilton@dambase.com,4,20.2,14.6
vhochard@statholdings.com,2,14.8,55
vhochard@statholdings.com,3,19,30.7
vhochard@statholdings.com,5,24.1,47.4
vjurney@isdom.com,1,29.8,34.5
vjurney@isdom.com,2,17.6,41.5
vjuvera@condax.com,2,21.8,51.2
vkarpel@doncon.com,2,23.9,40.3
vklusman@opentech.com,3,17.3,39.1
vmaile@year-job.com,2,19.2,38.2
vmatuszak@iselectrics.com,4,21.8,44.5
vmaybury@faxquote.com,9,23.1,40.3
vmcnease@kan-code.com,1,24.4,39.8
vmiro@isdom.com,1,16.4,23.6
vmunis@zathunicon.com,1,18.2,31.3
vmunns@plussunin.com,1,26.1,60.1
vmyricks@betasoloin.com,2,20.4,37.5
vnestle@gogozoom.com,3,25.3,34.4
vogg@gogozoom.com,2,18.4,58.3
vogg@xx-zobam.com,2,16.3,39.9
vpedrozo@scottech.com,3,22.7,45
vperin@kan-code.com,1,24.7,37.5
vroyster@zathunicon.com,3,21.5,34.8
vsahagun@fasehatice.com,1,24.4,41.7
vsama@statholdings.com,1,20.9,37.1
vshields@konmatfix.com,2,16.3,59.3
vspickerman@silis.com,1,28.3,48.4
vspickerman@silis.com,3,24.6,65.1
vstimmel@betatech.com,2,17.1,36.4
vstuer@dambase.com,3,22.2,47
vsweigard@betatech.com,1,21.2,37.4
vtagala@golddex.com,1,14.3,37.1
vtagala@golddex.com,2,27.5,60.9
vtegarden@treequote.com,1,21.8,33.4
vthreets@donware.com,1,22.5,60.5
vthreets@donware.com,4,21.6,24
vtollner@hottechi.com,3,24.3,36.6
vtollner@plussunin.com,7,19,30.8
vvarriano@inity.com,2,23.3,31.7
vweglarz@cancity.com,4,25.4,39.5
vweight@lexiqvolax.com,4,19.2,45.1
vweirather@konex.com,2,21.7,57.1
vwenzinger@zathunicon.com,1,25.5,44.7
vwenzinger@zathunicon.com,4,18.8,51.2
wbarfield@streethex.com,3,18.8,60.2
wbatman@stanredtax.com,3,21.7,51.7
wbowley@scottech.com,2,23.7,37.6
wbowley@scottech.com,3,25.3,25.3
wbowley@scottech.com,5,25.1,53.3
wbriddick@stanredtax.com,3,21.5,37.8
wbutzen@domzoom.com,1,22.7,37
wbuzick@isdom.com,1,30.6,51.9
wbuzick@y-corporation.com,2,21.7,38.3
wcorrio@kan-code.com,3,24.2,28.6
wennaco@scottech.com,1,15.8,28.5
wfeichtner@ontomedia.com,1,22.3,27.8
wferencz@konmatfix.com,3,19,42
wferencz@konmatfix.com,4,23.3,46.4
wgiguere@nam-zim.com,3,15.9,40
wgiguere@stanredtax.com,2,27.5,60.8
wgiguere@stanredtax.com,4,25.3,40.2
wgoldammer@zotware.com,6,18.6,44.3
whauenstein@streethex.com,1,18.6,45.4
wheintzman@rangreen.com,1,23.7,45.1
wheintzman@rangreen.com,3,20.9,30.1
whoopengardner@donquadtech.com,2,23.8,38.9
witurbide@treequote.com,1,22.4,35.8
witurbide@treequote.com,2,22.3,49.8
wjillson@finjob.com,3,22.9,16.4
wkampa@stanredtax.com,4,21.1,50.5
wkampa@stanredtax.com,5,22,29.8
wkampa@stanredtax.com,7,27.2,54.8
wkampa@stanredtax.com,9,22.5,47.3
wkohnert@plexzap.com,1,13.7,36.7
wkohnert@plexzap.com,3,21.5,32.2
wkoppinger@ontomedia.com,2,18.4,57.1
wkoppinger@rantouch.com,1,23.2,35.8
wkoppinger@rantouch.com,7,25.4,43
wkoppinger@rantouch.com,8,17.5,45.7
wmartabano@green-plus.com,1,17.6,55
wmartabano@green-plus.com,5,20.8,64.7
wmaybury@fasehatice.com,1,20.5,18.5
wneither@bioholding.com,1,24.6,53.9
wnestle@fasehatice.com,3,20.5,40.2
wnestle@fasehatice.com,5,20.6,50.8
wnestle@fasehatice.com,6,23.4,40.5
wpapasergi@finjob.com,3,19.4,41.5
wpawlowicz@rantouch.com,1,27.5,16.8
wpawlowicz@rantouch.com,2,17.9,42.6
wpinilla@toughzap.com,3,22.1,59.8
wpolidori@sunnamplex.com,1,17.6,37
wpoquette@betasoloin.com,7,19.7,41
wraymo@sonron.com,1,21.6,32.9
wroyster@donware.com,3,14.6,47.1
wschieler@condax.com,4,23.4,52.1
wschoeneck@isdom.com,1,26.9,47.4
wskursky@toughzap.com,1,20.8,33
wstrassner@golddex.com,1,25,52.6
wtheodorov@zoomit.com,1,26.6,29.9
wtheodorov@zoomit.com,2,25.4,55.3
wtreston@cancity.com,2,22.8,38.3
xbaltimore@ganjaflex.com,1,18.9,48.5
xbaltimore@ganjaflex.com,3,21.5,45.3
xbiddy@domzoom.com,3,13.9,45.8
xcanlas@blackzim.com,3,26.6,38.2
xcanlas@blackzim.com,5,18.3,70.8
xfarrow@zencorporation.com,3,26.4,38.6
xhirpara@mathtouch.com,2,23.1,52.4
xmeinerding@konex.com,1,23.1,50.9
yandreason@zotware.com,3,22.8,37.9
yandreason@zotware.com,4,26.9,29.1
yangalich@dalttechnology.com,1,26.3,42.7
ybrucato@donquadtech.com,1,21.3,47.6
ybrucato@donquadtech.com,2,21.3,51.2
ybrucato@donquadtech.com,3,15.8,83.3
ybrucato@donquadtech.com,6,23.1,46.8
ybruschke@konmatfix.com,2,18.7,45.9
ybruschke@konmatfix.com,3,28.8,44.6
ychaffins@fasehatice.com,4,25,34.6
ycrupi@statholdings.com,1,23.2,43.8
yfarrow@inity.com,3,22,35.4
yferencz@bioholding.com,3,15.4,38.9
yferencz@kinnamplus.com,3,26.3,45.7
yfrerking@scotfind.com,1,36.1,38
yheintzman@donware.com,2,20,33
yhellickson@plexzap.com,2,22.2,51.5
ykitty@domzoom.com,1,20.3,56.9
ylatzke@gogozoom.com,4,24.1,43.2
ymeisel@statholdings.com,3,24,30.2
ypatak@zathunicon.com,1,26.2,35.1
